DATE,ID,INDEX_NAME,VALUE,RTIME
2026-03-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4403.0,2026-05-26 13:16:23
2026-02-28,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,5015.0,2026-04-21 18:01:33
2026-01-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4778.0,2026-04-21 18:01:33
2025-12-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3842.0,2026-03-16 18:04:03
2025-11-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3885.0,2026-03-16 18:04:03
2025-10-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4352.0,2025-12-20 16:18:58
2025-09-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3932.0,2025-11-27 18:15:55
2025-08-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,5062.0,2025-10-30 09:37:25
2025-07-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,5113.0,2025-09-25 16:29:32
2025-06-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4823.0,2025-08-22 17:52:26
2025-05-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4165.0,2025-07-24 09:09:46
2025-04-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4479.0,2025-06-24 16:30:49
2025-03-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4391.0,2025-06-03 09:04:54
2025-02-28,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3789.0,2025-06-03 09:04:54
2025-01-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3828.0,2025-04-08 10:07:16
2024-12-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3876.0,2025-04-08 10:07:16
2024-11-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4333.0,2025-02-18 16:30:45
2024-10-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4423.0,2025-01-02 18:02:08
2024-09-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4021.0,2024-11-26 17:47:31
2024-08-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3986.0,2024-10-22 17:50:29
2024-07-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3617.0,2024-09-26 19:07:19
2024-06-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3691.0,2024-08-29 14:20:56
2024-05-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3885.0,2024-08-10 17:19:00
2024-04-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4115.0,2024-06-24 18:17:38
2024-03-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4102.0,2024-06-24 18:17:38
2024-02-29,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3883.0,2024-05-06 13:32:04
2024-01-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4232.0,2024-04-07 13:53:48
2023-12-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3996.0,2024-02-28 18:34:48
2023-11-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4297.0,2024-02-28 18:34:48
2023-10-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4523.0,2023-12-19 18:18:18
2023-09-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4143.0,2023-11-21 18:51:15
2023-08-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3855.0,2023-10-27 18:52:28
2023-07-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4357.0,2023-10-07 18:50:25
2023-06-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4034.0,2023-08-29 19:00:10
2023-05-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4627.0,2023-08-03 15:58:45
2023-04-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4115.0,2023-08-03 15:58:45
2023-03-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4349.0,2023-08-03 15:58:45
2023-02-28,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3883.0,2023-08-03 15:58:45
2023-01-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3892.0,2023-08-03 15:58:45
2022-12-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4300.0,2023-08-03 15:58:45
2022-10-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4554.0,2023-08-03 15:58:45
2022-09-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4545.0,2025-04-08 13:09:32
2022-08-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3934.0,2023-08-03 15:58:45
2022-07-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3465.0,2023-08-03 15:58:45
2022-06-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3297.0,2023-08-03 15:58:45
2022-05-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3110.0,2023-08-03 15:58:45
2022-04-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3882.0,2023-08-03 15:58:45
2022-03-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3782.0,2023-08-03 15:58:45
2022-02-28,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3505.0,2023-08-03 15:58:45
2022-01-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3863.0,2023-08-03 15:58:45
2021-12-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3983.0,2023-08-03 15:58:45
2021-11-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4013.0,2023-08-03 15:58:45
2021-10-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4040.0,2023-08-03 15:58:45
2021-09-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4176.0,2023-08-03 15:58:45
2021-08-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4218.0,2023-08-03 15:58:45
2021-07-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4056.0,2023-08-03 15:58:45
2021-06-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4482.0,2023-08-03 15:58:45
2021-05-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3966.0,2023-08-03 15:58:45
2021-04-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3742.0,2023-08-03 15:58:45
2021-03-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3712.0,2023-08-03 15:58:45
2021-02-28,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3079.0,2023-08-03 15:58:45
2021-01-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3421.0,2023-08-03 15:58:45
2020-12-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3681.0,2023-08-03 15:58:45
2020-11-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4174.0,2023-08-03 15:58:45
2020-10-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4768.0,2023-08-03 15:58:45
2020-09-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4732.0,2023-08-03 15:58:45
2020-08-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4382.0,2023-08-03 15:58:45
2020-07-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3849.0,2023-08-03 15:58:45
2020-06-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,4096.0,2023-08-03 15:58:45
2020-05-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3616.0,2023-08-03 15:58:45
2020-04-30,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3683.0,2023-08-03 15:58:45
2020-03-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3270.0,2023-08-03 15:58:45
2020-02-29,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3297.0,2023-08-03 15:58:45
2020-01-31,S019729740,棕榈油:毛棕榈油:产量:印度尼西亚,3486.0,2023-08-03 15:58:45
